0      	0      
100    	0      
200    	0      
300    	0      
400    	0      
500    	0      
600    	0      
700    	0      
800    	1      
900    	2      
1000   	2      
1100   	2      
1200   	2      
1300   	2      
1400   	2      
1500   	3      
1600   	3      
1700   	3      
1800   	4      
1900   	4      
2000   	5      
2100   	5      
2200   	5      
2300   	5      
2400   	6      
2500   	7      
2600   	8      
2700   	8      
2800   	9      
2900   	9      
3000   	9      
3100   	10     
3200   	11     
3300   	11     
3400   	11     
3500   	13     
3600   	13     
3700   	13     
3800   	13     
3900   	15     
4000   	16     
4100   	16     
4200   	17     
4300   	17     
4400   	18     
4500   	19     
4600   	20     
4700   	20     
4800   	22     
4900   	22     
5000   	23     
5100   	24     
5200   	24     
5300   	25     
5400   	27     
5500   	27     
5600   	29     
5700   	30     
5800   	31     
5900   	31     
6000   	32     
6100   	33     
6200   	33     
6300   	33     
6400   	35     
6500   	36     
6600   	37     
6700   	38     
6800   	38     
6900   	40     
7000   	40     
7100   	40     
7200   	40     
7300   	40     
7400   	40     
7500   	40     
7600   	40     
7700   	40     
7800   	40     
7900   	40     
8000   	41     
8100   	42     
8200   	44     
8300   	44     
8400   	46     
8500   	46     
8600   	46     
8700   	49     
8800   	49     
8900   	50     
9000   	52     
9100   	52     
9200   	53     
9300   	54     
9400   	54     
9500   	55     
9600   	56     
9700   	58     
9800   	58     
9900   	60     
10000  	61     
10100  	61     
10200  	61     
10300  	62     
10400  	63     
10500  	63     
10600  	65     
10700  	66     
10800  	67     
10900  	68     
11000  	69     
11100  	70     
11200  	72     
11300  	72     
11400  	73     
11500  	74     
11600  	74     
11700  	75     
11800  	75     
11900  	75     
12000  	76     
12100  	78     
12200  	78     
12300  	79     
12400  	79     
12500  	80     
12600  	81     
12700  	81     
12800  	81     
12900  	81     
13000  	83     
13100  	83     
13200  	84     
13300  	85     
13400  	85     
13500  	87     
13600  	88     
13700  	88     
13800  	89     
13900  	90     
14000  	90     
14100  	92     
14200  	92     
14300  	93     
14400  	94     
14500  	95     
14600  	96     
14700  	96     
14800  	97     
14900  	97     
15000  	98     
15100  	99     
15200  	100    
15300  	101    
15400  	101    
15500  	101    
15600  	102    
15700  	102    
15800  	104    
15900  	104    
16000  	106    
16100  	106    
16200  	107    
16300  	107    
16400  	107    
16500  	109    
16600  	109    
16700  	111    
16800  	111    
16900  	111    
17000  	112    
17100  	113    
17200  	113    
17300  	114    
17400  	114    
17500  	115    
17600  	117    
17700  	117    
17800  	117    
17900  	117    
18000  	117    
18100  	117    
18200  	120    
18300  	120    
18400  	121    
18500  	121    
18600  	122    
18700  	122    
18800  	122    
18900  	123    
19000  	123    
19100  	123    
19200  	124    
19300  	124    
19400  	124    
19500  	125    
19600  	126    
19700  	127    
19800  	127    
19900  	128    
20000  	128    
20100  	128    
20200  	129    
20300  	131    
20400  	132    
20500  	133    
20600  	134    
20700  	135    
20800  	135    
20900  	135    
21000  	137    
21100  	138    
21200  	139    
21300  	141    
21400  	141    
21500  	141    
21600  	142    
21700  	143    
21800  	144    
21900  	144    
22000  	144    
22100  	144    
22200  	145    
22300  	145    
22400  	145    
22500  	147    
22600  	148    
22700  	149    
22800  	150    
22900  	151    
23000  	152    
23100  	152    
23200  	153    
23300  	154    
23400  	155    
23500  	155    
23600  	155    
23700  	157    
23800  	158    
23900  	159    
24000  	160    
24100  	162    
24200  	162    
24300  	163    
24400  	163    
24500  	164    
24600  	164    
24700  	165    
24800  	166    
24900  	166    
25000  	166    
25100  	166    
25200  	166    
25300  	167    
25400  	167    
25500  	167    
25600  	168    
25700  	169    
25800  	170    
25900  	171    
26000  	172    
26100  	173    
26200  	173    
26300  	174    
26400  	175    
26500  	176    
26600  	177    
26700  	178    
26800  	179    
26900  	180    
27000  	180    
27100  	180    
27200  	180    
27300  	181    
27400  	183    
27500  	184    
27600  	185    
27700  	185    
27800  	187    
27900  	187    
28000  	188    
28100  	189    
28200  	190    
28300  	190    
28400  	190    
28500  	191    
28600  	191    
28700  	192    
28800  	193    
28900  	193    
29000  	193    
29100  	194    
29200  	195    
29300  	197    
29400  	198    
29500  	198    
29600  	198    
29700  	200    
29800  	201    
29900  	202    
30000  	202    
30100  	203    
30200  	205    
30300  	205    
30400  	206    
30500  	207    
30600  	208    
30700  	208    
30800  	209    
30900  	211    
31000  	211    
31100  	212    
31200  	212    
31300  	213    
31400  	215    
31500  	216    
31600  	216    
31700  	217    
31800  	218    
31900  	219    
32000  	219    
32100  	220    
32200  	220    
32300  	221    
32400  	221    
32500  	221    
32600  	221    
32700  	221    
32800  	221    
32900  	222    
33000  	222    
33100  	223    
33200  	224    
33300  	224    
33400  	225    
33500  	226    
33600  	226    
33700  	227    
33800  	227    
33900  	227    
34000  	227    
34100  	227    
34200  	227    
34300  	227    
34400  	228    
34500  	229    
34600  	229    
34700  	230    
34800  	230    
34900  	231    
35000  	232    
35100  	234    
35200  	235    
35300  	235    
35400  	236    
35500  	237    
35600  	237    
35700  	237    
35800  	237    
35900  	237    
36000  	237    
36100  	239    
36200  	239    
36300  	240    
36400  	243    
36500  	243    
36600  	245    
36700  	246    
36800  	247    
36900  	248    
37000  	249    
37100  	251    
37200  	251    
37300  	252    
37400  	253    
37500  	253    
37600  	255    
37700  	256    
37800  	256    
37900  	257    
38000  	257    
38100  	259    
38200  	259    
38300  	259    
38400  	259    
38500  	259    
38600  	259    
38700  	260    
38800  	261    
38900  	262    
39000  	262    
39100  	264    
39200  	264    
39300  	265    
39400  	266    
39500  	267    
39600  	267    
39700  	268    
39800  	269    
39900  	269    
40000  	269    
40100  	269    
40200  	271    
40300  	271    
40400  	272    
40500  	273    
40600  	273    
40700  	273    
40800  	275    
40900  	276    
41000  	277    
41100  	277    
41200  	277    
41300  	279    
41400  	279    
41500  	280    
41600  	281    
41700  	282    
41800  	283    
41900  	283    
42000  	284    
42100  	284    
42200  	285    
42300  	286    
42400  	286    
42500  	287    
42600  	287    
42700  	287    
42800  	287    
42900  	287    
43000  	288    
43100  	289    
43200  	290    
43300  	291    
43400  	292    
43500  	293    
43600  	294    
43700  	294    
43800  	295    
43900  	297    
44000  	297    
44100  	299    
44200  	299    
44300  	300    
44400  	301    
44500  	301    
44600  	303    
44700  	304    
44800  	305    
44900  	306    
45000  	306    
45100  	306    
45200  	306    
45300  	306    
45400  	306    
45500  	307    
45600  	309    
45700  	309    
45800  	310    
45900  	310    
46000  	310    
46100  	310    
46200  	311    
46300  	312    
46400  	314    
46500  	314    
46600  	315    
46700  	317    
46800  	317    
46900  	317    
47000  	318    
47100  	319    
47200  	319    
47300  	321    
47400  	321    
47500  	322    
47600  	323    
47700  	325    
47800  	325    
47900  	326    
48000  	327    
48100  	328    
48200  	329    
48300  	331    
48400  	332    
48500  	332    
48600  	334    
48700  	335    
48800  	336    
48900  	336    
49000  	337    
49100  	337    
49200  	338    
49300  	339    
49400  	340    
49500  	340    
49600  	341    
49700  	341    
49800  	343    
49900  	343    
50000  	345    
50100  	345    
50200  	346    
50300  	346    
50400  	347    
50500  	348    
50600  	348    
50700  	349    
50800  	349    
50900  	350    
51000  	352    
51100  	353    
51200  	354    
51300  	355    
51400  	355    
51500  	356    
51600  	357    
51700  	357    
51800  	357    
51900  	358    
52000  	358    
52100  	359    
52200  	360    
52300  	361    
52400  	362    
52500  	363    
52600  	364    
52700  	365    
52800  	366    
52900  	367    
53000  	369    
53100  	370    
53200  	371    
53300  	372    
53400  	374    
53500  	374    
53600  	375    
53700  	375    
53800  	375    
53900  	376    
54000  	378    
54100  	379    
54200  	380    
54300  	381    
54400  	381    
54500  	383    
54600  	383    
54700  	386    
54800  	386    
54900  	387    
55000  	388    
55100  	389    
55200  	390    
55300  	391    
55400  	391    
55500  	393    
55600  	394    
55700  	395    
55800  	396    
55900  	397    
56000  	398    
56100  	398    
56200  	399    
56300  	399    
56400  	400    
56500  	400    
56600  	402    
56700  	404    
56800  	404    
56900  	405    
57000  	407    
57100  	409    
57200  	409    
57300  	411    
57400  	411    
57500  	412    
57600  	413    
57700  	413    
57800  	414    
57900  	414    
58000  	415    
58100  	416    
58200  	416    
58300  	418    
58400  	418    
58500  	419    
58600  	419    
58700  	419    
58800  	419    
58900  	419    
59000  	421    
59100  	421    
59200  	422    
59300  	422    
59400  	423    
59500  	424    
59600  	424    
59700  	424    
59800  	426    
59900  	427    
60000  	427    
60100  	427    
60200  	429    
60300  	429    
60400  	431    
60500  	431    
60600  	433    
60700  	433    
60800  	435    
60900  	436    
61000  	436    
61100  	438    
61200  	438    
61300  	439    
61400  	439    
61500  	441    
61600  	441    
61700  	442    
61800  	443    
61900  	443    
62000  	443    
62100  	443    
62200  	444    
62300  	445    
62400  	446    
62500  	447    
62600  	447    
62700  	449    
62800  	449    
62900  	451    
63000  	451    
63100  	451    
63200  	452    
63300  	452    
63400  	454    
63500  	455    
63600  	455    
63700  	457    
63800  	458    
63900  	459    
64000  	459    
64100  	461    
64200  	461    
64300  	463    
64400  	463    
64500  	464    
64600  	465    
64700  	465    
64800  	466    
64900  	467    
65000  	467    
65100  	469    
65200  	470    
65300  	471    
65400  	472    
65500  	474    
65600  	474    
65700  	476    
65800  	476    
65900  	478    
66000  	478    
66100  	480    
66200  	480    
66300  	481    
66400  	482    
66500  	483    
66600  	484    
66700  	484    
66800  	486    
66900  	486    
67000  	488    
67100  	489    
67200  	490    
67300  	490    
67400  	490    
67500  	490    
67600  	490    
67700  	490    
67800  	490    
67900  	491    
68000  	491    
68100  	492    
68200  	494    
68300  	495    
68400  	495    
68500  	495    
68600  	496    
68700  	496    
68800  	496    
68900  	497    
69000  	498    
69100  	499    
69200  	499    
69300  	501    
69400  	502    
69500  	502    
69600  	502    
69700  	503    
69800  	505    
69900  	506    
70000  	506    
70100  	508    
70200  	508    
70300  	509    
70400  	510    
70500  	512    
70600  	512    
70700  	512    
70800  	513    
70900  	513    
71000  	515    
71100  	516    
71200  	516    
71300  	517    
71400  	518    
71500  	519    
71600  	520    
71700  	520    
71800  	520    
71900  	520    
72000  	520    
72100  	521    
72200  	522    
72300  	523    
72400  	523    
72500  	525    
72600  	525    
72700  	525    
72800  	526    
72900  	526    
73000  	528    
73100  	528    
73200  	530    
73300  	531    
73400  	531    
73500  	531    
73600  	533    
73700  	533    
73800  	534    
73900  	534    
74000  	536    
74100  	537    
74200  	538    
74300  	538    
74400  	540    
74500  	540    
74600  	541    
74700  	542    
74800  	543    
74900  	544    
75000  	544    
75100  	546    
75200  	546    
75300  	547    
75400  	547    
75500  	548    
75600  	548    
75700  	549    
75800  	550    
75900  	551    
76000  	552    
76100  	552    
76200  	552    
76300  	554    
76400  	554    
76500  	556    
76600  	557    
76700  	557    
76800  	557    
76900  	558    
77000  	559    
77100  	560    
77200  	560    
77300  	561    
77400  	562    
77500  	563    
77600  	564    
77700  	565    
77800  	565    
77900  	567    
78000  	567    
78100  	568    
78200  	569    
78300  	569    
78400  	570    
78500  	571    
78600  	571    
78700  	571    
78800  	574    
78900  	575    
79000  	575    
79100  	577    
79200  	577    
79300  	578    
79400  	578    
79500  	579    
79600  	580    
79700  	581    
79800  	581    
79900  	581    
80000  	582    
80100  	583    
80200  	584    
80300  	584    
80400  	585    
80500  	586    
80600  	587    
80700  	588    
80800  	588    
80900  	589    
81000  	589    
81100  	590    
81200  	591    
81300  	591    
81400  	591    
81500  	593    
81600  	594    
81700  	595    
81800  	596    
81900  	596    
82000  	598    
82100  	598    
82200  	599    
82300  	600    
82400  	602    
82500  	603    
82600  	603    
82700  	605    
